space_id,space_name,library_id,library,school_or_unit,floor,room_type,seats,noise_level_code,noise_level,reservable,open_space,booking_url,contact_available,description,notes,image_url,image_count,accessible,charging,cafe_onsite,conversation_areas,couches_arm_chairs,food_drink_allowed,lockers,media_studios,printers_scanners_copiers,private_desks,projector_digital_display,quiet_study_areas,reservable_space_amenity,single_stall_restrooms,special_collections_archives,standing_desks,tech_loan,webcam,whiteboards_chalkboards,feature_count,latitude,longitude,library_address,snapshot_hours,library_url,source_url,accessed_date
600,HKS Student Group Study Room G-24B,281,HKS Library and Research Services,Harvard Kennedy School,Ground floor,Group Study Room,5,0,Silent,1,0,https://hks.emscloudservice.com/web/Default.aspx,0,Reservations only available for 3+ students. Seats 4 students comfortably around a small table. Includes large whiteboard (markers included).,This room may only be booked by HKS students.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2022-04/LKS_GroupStudyRoom_G24B_2.jpg,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,7,42.370971,-71.121952,"79 JFK Street, Cambridge, MA, 02138",7am - 11pm,https://www.hks.harvard.edu/research-insights/library-knowledge-services,https://library.harvard.edu/spaces?room=600,2026-09-21
181,Lamont 220 - Small Group Study Room,191,Lamont Library,,Second Floor,Group Study Room,6,2,Chatter,0,0,,0,This small group study room fits six comfortably around a circular table. It features a movable whiteboard and a digital display to promote a collaborative work space.,Located on the 2nd floor landing of the main staircase from the first floor lobby This room is only available evenings and weekends.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20220%20Inside%20View%20of%20Digital%20Display%20%28new%29.jpg,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=181,2026-09-21
186,Lamont 230 - Classroom,191,Lamont Library,,Second Floor,Group Study Room,25,2,Chatter,0,0,,1,"Lamont 230 is a classroom that fits 25 comfortably in individual chairs with writing tablets. It features movable furniture, projecting capabilities, and chalkboards to promote a collaborative work space.",This classroom is scheduled through the Office of the Registrar. Students are welcome to use the space when empty — with the knowledge that those with reservations have precedence.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2022-10/Lamont_230_Classroom_1.jpg,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=186,2026-09-21
191,Lamont 240 - Classroom,191,Lamont Library,,Second Floor,Group Study Room,25,2,Chatter,0,0,,1,"Lamont 240 is a classroom that fits 25 comfortably in individual swivel chairs with writing tablets. It features movable furniture, projecting capabilities, and chalkboards to promote a collaborative work space.",This classroom is scheduled through the Office of the Registrar. Students are welcome to use the space when empty — with the knowledge that those with reservations have precedence.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2022-10/Lamont_240_Classroom_1.jpg,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=191,2026-09-21
196,Lamont 310 - Media Lab Annex,191,Lamont Library,,Third Floor,Media Lab / Studio,14,0,Silent,0,0,,1,Lamont 310 is a media lab that fits 14 comfortably around a series of Individual iMac workstations. These computers feature an array of media and visualization software. This work space offers students a place in the library where they can quietly work on multimedia projects.,"Room 310 is open to library users when it is not reserved for library instruction. Need help? Media Lab staff are on call to assist with questions and provide orientation to the available software and equipment. To make an optional appointment, contact hclmedia@fas.harvard.edu or 617.495.8730.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20310%20Inside%20View%20at%20an%20Angle%20%28clean%29.jpg,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=196,2026-09-21
201,Lamont 320 - Farnsworth Room,191,Lamont Library,,Third Floor,Open Space,25,0,Silent,0,1,,0,"The Farnsworth Room is a quiet, light-filled space with a series of nooks. The space fits 25 comfortably around a group table, private desks, and armchairs.",,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20Farnsworth%20Room%20Plaque%20%28clean%29.jpg,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=201,2026-09-21
216,Lamont 335 - Forum Room,191,Lamont Library,,Third Floor,Meeting and Presentation Space,103,2,Chatter,1,0,,1,"The Forum Room is a meeting and lecture space. It seats up to 103 people in a number of different configurations (i.e around group tables, in rows of chairs, etc.). This space is equipped with movable furniture and overhead projection capabilities to support presentations.",The Forum Room is not open to the general public. Official undergraduate student organizations and groups can reserve this space by contacting Lamont Library at least two weeks in advance: lamadmin@fas.harvard.edu . Attendees to events hosted in the Lamont Forum Room may request assistive listening devices be provided before the event.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20335%20Forum%20Room%20Back%20View%20%28clean%29.jpg,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=216,2026-09-21
166,Lamont B30- Collaborative Learning Space,191,Lamont Library,,Lower Level,Meeting and Presentation Space,50,2,Chatter,0,0,,0,"Lamont Room B30 fits 50 comfortably. This large group study room offers students a place in the library where they can collaborate on multimedia projects in groups without disturbing others. The room is outfitted with furniture that can be easily rearranged to accommodate a single person, pairs, or a large group. Convenient outlet access and whiteboards on wheels allow students to brainstorm anywhere in the room.",Students are welcome to use the space when empty - with the knowledge that those with reservations have precedence.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20B30%20Plaque%20%28clean%29.jpg,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=166,2026-09-21
171,Lamont B30A- Small Group Room Study,191,Lamont Library,,Lower Level,Group Study Room,10,2,Chatter,0,0,,0,"Lamont B30A fits 10 comfortably around detachable group tables. This space features a movable whiteboard, a digital display, and easy outlet access to facilitate collaborative work.",Students are welcome to use the space when empty - with the knowledge that those with reservations have precedence. This room is only available evenings and weekends.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20B30A%20-%20plaque%20%28clean%29.jpg,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,5,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=171,2026-09-21
211,Lamont Donatelli Reading Room,191,Lamont Library,,Third Floor,Open Space,50,0,Silent,0,1,,0,"The Donatelli Reading Room fits 50 comfortably in a light-filled open space. The reading room features group study tables, carrels with outlet strips, and soft-seating conducive to reflection and/or study.",,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20Donatelli%20Reading%20Room%20Soft%20Seating%20%28clean%29.jpg,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=211,2026-09-21
206,Lamont Ginsberg Reading Room,191,Lamont Library,,Main Level,Open Space,50,1,Whispers,0,1,,0,"The Ginsberg Reading Room is an open, light-filled space. It fits 50 comfortably around individual study carrels, study tables, and soft-seating with easy outlet access.",,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Ginsburg-3.jpg,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=206,2026-09-21
286,Lamont Level A,191,Lamont Library,,Level A,Open Space,25,1,Whispers,0,1,,0,"Lamont Level A consists of an atrium-style study space. It fits 25 comfortably around 1) a series of research stations with desktop computers, 2) study carrels with easy outlet access, and 3) a media production station with audio conversion capabilities.",,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Level%20A%20Atrium%20Carrels.jpg,4,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=286,2026-09-21
176,Lamont Library Café,191,Lamont Library,,Main Level,Open Space,60,2,Chatter,0,1,,0,"Lamont Library Café is suitable for studying, socializing, and snacking. The space fits 60 comfortably around tables and armchairs and houses desktop computers typically used for quick research and printing. The café itself is student-run and operated offering late-night options, such as baked goods, grab 'n go salads, sandwiches, fruits, etc. During the library's off-hours, students have access to a self-serve espresso machine and vending machines. Lamont Library Café is suitable for both individual and group study. This space is most quiet in the mornings and becomes more conversational in the early evenings.",Convenient outlet access throughout the space,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20Library%20Cafe%20Soft%20Seating%20%28clean%29.jpg,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=176,2026-09-21
281,Lamont Lower Level Nooks,191,Lamont Library,,Lower Level,Open Space,4,1,Whispers,0,0,,0,The Lamont Lower Level Nooks are study spaces tucked into the stacks. Each nook fits four comfortably around a group table.,,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20Lower%20Level%20Nooks%201.jpg,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=281,2026-09-21
291,Lamont Main Level Nooks,191,Lamont Library,,Main Level,Open Space,2,1,Whispers,0,0,,0,The Lamont Main Level Nooks are study spaces tucked into the stacks. Each nook fits two comfortably around a group table. Some nooks feature public desktop computers.,,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20Main%20Level%20Nooks%20Computer.jpg,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=291,2026-09-21
161,Lamont Media Lab,191,Lamont Library,,Level B,Media Lab / Studio,40,2,Chatter,0,1,,1,"Lamont's Media Lab is located in the Level B of the library. It comfortably fits 40 around rows of desktop computers and group study tables. The East side of the Lab features Mac equipment and software for creating, editing, and publishing a wide variety of time-based multimedia projects and still images. The West side of the Lab features tools for statistical analysis, data visualization, and microform reader/scanners.","Need help? Media Lab staff are on call to assist with questions and provide orientation to the available software and equipment. To make an optional appointment, contact hclmedia@fas.harvard.edu or 617.495.8730.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2019-01/Lamont%20Library%20Media%20Lab%20computer%20stations.jpg,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=161,2026-09-21
301,Lamont Second Floor,191,Lamont Library,,Second Floor,Open Space,25,1,Whispers,0,1,,0,Lamont Second Floor consists of an atrium-style study space. It fits 25 comfortably around a series of group tables and study carrels with easy outlet access.,,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20Second%20Floor%20Carrels.jpg,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=301,2026-09-21
296,Lamont Third Floor Nooks,191,Lamont Library,,Third Floor,Open Space,4,0,Silent,0,0,,0,The Lamont Third Floor Nooks are study spaces tucked into the stacks. Each nook fits two comfortably around a group table.,,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Lamont%20Third%20Floor%20Nooks.jpg,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=296,2026-09-21
311,Woodberry Poetry Room,191,Lamont Library,,Third Floor,Open Space,25,1,Whispers,0,1,,0,"The Woodberry Poetry Room is a cozy, light-filled space designed by Alvar Aalto. It fits 25 comfortably around group tables and individual soft-seating overlooking Harvard Yard.",,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Woodberry%20Poetry%20Room%20Table%20%28clean%29.jpg,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,42.372767,-71.115481,"1 Harvard Yard, Cambridge, MA, 02138",24 Hours,/libraries/lamont,https://library.harvard.edu/spaces?room=311,2026-09-21
231,Loeb Aldrich Reading Room,156,Loeb Music Library,,Main Level,Open Space,23,2,Chatter,0,1,,0,"The Aldrich Reading Room fits 23 in an open reading room. This space features study tables, individual soft seating, and computer workstations with music notation software. Loeb Music Library's main reference desk is located in this room.",♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2025-10/Aldrich%20Interior%202.jpg,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,42.376894,-71.116936,"3 Oxford Street, Cambridge, MA, 02138",9am - 8pm,/libraries/loeb-music,https://library.harvard.edu/spaces?room=231,2026-09-21
251,Loeb Group Listening Room 1,156,Loeb Music Library,,Main Level,Group Study Room,2,2,Chatter,0,0,https://libcal.library.harvard.edu/space/206892,0,"This group listening room is perfect for an intimate listening or viewing session. The space houses speakers, a flatscreen display, and equipment for playing reel-to-reel tapes, CDs, DVDs, LaserDiscs, VHS tapes, and cassette tapes.","♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map . This space is intended as a dedicated listening space for use of the audiovisual collection, but can be used for videoconferencing. Walk-in users of listening equipment have priority over videoconferencing users, unless the room is reserved in advance.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Loeb%20Group%20Listening%20Room%201.jpg,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,42.376894,-71.116936,"3 Oxford Street, Cambridge, MA, 02138",9am - 8pm,/libraries/loeb-music,https://library.harvard.edu/spaces?room=251,2026-09-21
256,Loeb Group Listening Room 2,156,Loeb Music Library,,Main Level,Group Study Room,2,2,Chatter,0,0,https://libcal.library.harvard.edu/space/207241,0,"This group listening room is perfect for an intimate listening or viewing session. The space houses a Dolby 5.1 surround sound system, and a flat screen tv. It has equipment for playing LPs, CDs, DVDs, and BluRay discs, VHS tapes, and cassette tapes.","♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map . This space is intended as a dedicated listening space for use of the audiovisual collection, but can be used for videoconferencing. Walk-in users of listening equipment have priority over videoconferencing users, unless the room is reserved in advance.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Loeb%20Group%20Listening%20Room%202.jpg,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,42.376894,-71.116936,"3 Oxford Street, Cambridge, MA, 02138",9am - 8pm,/libraries/loeb-music,https://library.harvard.edu/spaces?room=256,2026-09-21
611,Loeb Group Study Room,156,Loeb Music Library,,Main Level,Group Study Room,5,2,Chatter,1,0,https://libcal.library.harvard.edu/reserve/music/group,0,The Group Study Room fits four people comfortably. The space has a conference table and a separate desk with adjustable height. This study room is particularly conducive to group work.,"This room can be reserved . There is a one-hour reservation maximum, which can be made 2 weeks in advance. Patrons are welcome to use the room without reservation when it is not in use, with the understanding that they may be asked to move for booked users. Covered drinks and snacks are OK, but food that requires utensils and/or has a strong odor is not allowed.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2025-10/Loeb%20Music%20Group%20Study%20Room_0.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,42.376894,-71.116936,"3 Oxford Street, Cambridge, MA, 02138",9am - 8pm,/libraries/loeb-music,https://library.harvard.edu/spaces?room=611,2026-09-21
241,Loeb Isham Memorial Library,156,Loeb Music Library,,Second Floor,Open Space,10,1,Whispers,0,1,,0,"The Isham Memorial Library is the reading room for the Music Library's special collections. This space features study tables, computer workstations, a laptop docking station with external monitor, and a microfilm reader/scanner workstation.",♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2025-10/Isham%201.jpg,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,42.376894,-71.116936,"3 Oxford Street, Cambridge, MA, 02138",9am - 8pm,/libraries/loeb-music,https://library.harvard.edu/spaces?room=241,2026-09-21
266,Loeb Lower Level,156,Loeb Music Library,,Lower Level,Open Space,1,1,Whispers,0,0,,0,Loeb Music Library's lower level consists of an open space with personal workstations nestled into the stacks. Folks can choose to study at one of five individual study carrels.,"Each study carrel is assigned to a Music Department graduate student, but can be used by anyone when unoccupied. ♿ This space is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Loeb%20Lower%20Level%20Individual%20Workstations%20Close%20Up.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,42.376894,-71.116936,"3 Oxford Street, Cambridge, MA, 02138",9am - 8pm,/libraries/loeb-music,https://library.harvard.edu/spaces?room=266,2026-09-21
236,Loeb Spalding Room,156,Loeb Music Library,,Second Floor,Open Space,10,0,Silent,0,1,,0,"The Spalding Room is the Loeb Music Library's quiet study space. It features study tables, soft armchairs and sofas, an individual table, and stained glass windows.",♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Loeb%20Spalding%20Reading%20Room%20Interior.jpg,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,42.376894,-71.116936,"3 Oxford Street, Cambridge, MA, 02138",9am - 8pm,/libraries/loeb-music,https://library.harvard.edu/spaces?room=236,2026-09-21
261,Loeb Third Floor,156,Loeb Music Library,,Third Floor,Open Space,10,1,Whispers,0,1,,0,Loeb Music Library's third floor consists of an open space with personal workstations nestled into the stacks. Folks can choose to study at individual carrels located throughout the third-floor.,"Each study carrel is assigned to a Music Department graduate student, but can be used by anyone when unoccupied. ♿ This space is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-06/Loeb%20Third%20Floor%20Individual%20Workstations.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,42.376894,-71.116936,"3 Oxford Street, Cambridge, MA, 02138",9am - 8pm,/libraries/loeb-music,https://library.harvard.edu/spaces?room=261,2026-09-21
609,HUNAP Carrels,176,Tozzer Library,,Basement,Study Carrel,1,0,Silent,1,0,https://libcal.library.harvard.edu/reserve/hunap/carrels,0,Tozzer Library provides two study carrels for use by HUNAP affiliates. The study carrels are available to book in 4-hour increments and are housed in the bottom floor of Tozzer Library across from the elevator.,"If you have questions about the carrels, feel free to contact Tozzer Library about the space. See also: Accessibility at Harvard Library .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2023-09/study_carrels%20HUNAP.JPG,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,42.378505,-71.114781,"21 Divinity Avenue, Cambridge, MA, 02138",9am - 5pm,/libraries/tozzer,https://library.harvard.edu/spaces?room=609,2026-09-21
576,Tozzer Circulation Area,176,Tozzer Library,,1st Floor,Open Space,10,1,Whispers,0,1,,0,"The Tozzer Circulation area is an open space that seats 10+ people at group tables and in armchairs. The space is fully accessible, and it features public computers, a scanner, printers, and charging stations.",Need help? Head over to the Circulation Desk for technological support.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2019-09/Tozzer%20Circulation.jpg,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,42.378505,-71.114781,"21 Divinity Avenue, Cambridge, MA, 02138",9am - 5pm,/libraries/tozzer,https://library.harvard.edu/spaces?room=576,2026-09-21
581,Tozzer Seminar Room,176,Tozzer Library,,1st Floor,Independent Study Room,8,2,Chatter,0,0,https://libcal.library.harvard.edu/space/166340,0,"The Tozzer seminar room on the first floor fits 8 comfortably around a group table. This space features a whiteboard, a projector, and charging stations. It is fully accessible.","There is a three hour reservation maximum Room can be booked by any Harvard affiliate, regardless of department If there are conflicting bookings, we will decide who gets priority. In these situations, large groups (five people or more), library instruction sessions, anthropology classes, and Peabody Museum meetings will take priority Groups more than 15 minutes late may have their reservation cancelled Covered drinks and snacks are okay but food that requires utensils and/or is smelly is not allowed",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2019-09/Tozzer%20Seminar%20Room.JPG,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,42.378505,-71.114781,"21 Divinity Avenue, Cambridge, MA, 02138",9am - 5pm,/libraries/tozzer,https://library.harvard.edu/spaces?room=581,2026-09-21
591,Tozzer Study Carrels,176,Tozzer Library,,Basement,Study Carrel,1,0,Silent,1,0,,0,"At Tozzer, there are 26 study carrels available for assignment, located along the perimeter of the ground floor. Carrels are to be used for independent study and research. Books (both personally and library-owned) may be kept at your carrel, under the condition that all library books are checked out to you and that your possessions do not overflow your area.","Application Process: For carrel assignments, please apply here . To maximize your chances to receive a carrel for the academic year, we recommend that you apply at the beginning of the fall semester. Once we have received your request, we will be in touch with further details. Assignment Priority will be given to: Graduate students and senior thesis writers in Harvard's Anthropology and Human Evolutionary Biology departments Graduate students and senior thesis writers from other departments, but whose primary research topics are covered by Tozzer's collections Researchers affiliated with the Peabody Museum of Archaeology and Anthropology and the Harvard University Native American Program Other researchers conducting long-term research that need to use Tozzer collections Please Note There may be times that we ask you to share your carrel with one other researcher. We will notify you if a second person is assigned to your carrel. Carrels are intended for active use as a workspace. If library staff notice that you are not regularly using your assigned carrel for this purpose, we will ask you to vacate your carrel and transfer your materials to a hold shelf. If you know that you will not be actively using your carrel or plan to be away for a semester or more, please contact Tozzer Access Services to discuss your options. See also: Accessibility at Harvard Library . Assignment Periods Academic Year: September 1st through May 31st If you are assigned a carrel for the academic year, you must vacate or renew the carrel by May 31st (unless you are assigned a carrel for the summer term). Carrels not renewed will be cleaned out by library staff. If you wish to be assigned a carrel during the next academic year (but not during the summer), you may renew your assignment under the condition that you vacate the carrel from June 1st until August 31st. Summer Term: June 1st through August 31st If you are assigned a carrel for the summer term, you must vacate the carrel by August 31st (unless you have renewed the carrel for the next academic year). Carrels that have not been renewed will be cleaned out by library staff. Carrel Renewals For any questions and concerns, please email us ( TozzerLibrary@fas.harvard.edu ) or speak with any staff member at the Tozzer Circulation Desk. To renew your carrel, please contact us before the end of your current assignment.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2019-09/Tozzer%20Study%20Carrels.jpg,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,42.378505,-71.114781,"21 Divinity Avenue, Cambridge, MA, 02138",9am - 5pm,/libraries/tozzer,https://library.harvard.edu/spaces?room=591,2026-09-21
226,Tozzer Study Room A,176,Tozzer Library,,Basement,Group Study Room,4,2,Chatter,1,0,https://libcal.library.harvard.edu/space/153722,0,Study Room A fits four people comfortably. The space features a whiteboard and a large digital display for video-conferencing. This study room is particularly conducive to group work.,"There is a three hour reservation maximum Groups more than 15 minutes late may have their reservation cancelled You are welcome to use rooms without reservation when they are not in use, with the understanding that you may be asked to move for booked users Covered drinks and snacks are okay but food that requires utensils and/or is smelly is not allowed Need help? Head over to the Circulation Desk for technological support.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/Interior%20Tozzer%20Study%20Room%20A%20.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,42.378505,-71.114781,"21 Divinity Avenue, Cambridge, MA, 02138",9am - 5pm,/libraries/tozzer,https://library.harvard.edu/spaces?room=226,2026-09-21
221,Tozzer Study Room B,176,Tozzer Library,,Basement,Group Study Room,4,2,Chatter,1,0,https://libcal.library.harvard.edu/space/153723,0,Study Room B fits four people comfortably. The space features a whiteboard and a large digital display for video-conferencing. This study room is particularly conducive to group work.,"This room can be reserved There is a three hour reservation maximum Groups more than 15 minutes late may have their reservation cancelled You are welcome to use rooms without reservation when they are not in use, with the understanding that you may be asked to move for booked users Covered drinks and snacks are okay but food that requires utensils and/or is smelly is not allowed Need help? Head over to the Circulation Desk for technological support.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/Inside%20View%20of%20Tozzer%20Study%20Room%20B.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,42.378505,-71.114781,"21 Divinity Avenue, Cambridge, MA, 02138",9am - 5pm,/libraries/tozzer,https://library.harvard.edu/spaces?room=221,2026-09-21
436,Widener 150 - Widener Reading Room,186,Widener Library,,Main Level,Open Space,35,0,Silent,1,1,https://libcal.library.harvard.edu/spaces?lid=14253&gid=29549,0,The Widener Reading Room is suited for silent studying.,"Visits to this room are by appointment only Materials can be viewed and copied in the room, but they do not circulate. The Widener Reading Room is located on the main level of Widener Library, Room 150, off the main lobby. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-08/Widener%20Periodicals%20Reading%20Room%20Overview.jpg,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42.373431,-71.116519,"1 Harvard Yard, Cambridge, MA, 02138",9am - 10pm,/libraries/widener,https://library.harvard.edu/spaces?room=436,2026-09-21
411,Widener 160 - Phillips Reading Room,186,Widener Library,,Main Level,Open Space,40,0,Silent,0,1,,1,The Phillips Reading Room is a quiet open space that houses non-circulating books for patrons. It houses desks that seat four people and two small rooms with scanners.,"♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map . Location The Phillips Reading Room is accessible from Widener Library's circulation desk area. Phillips Reading Room Policy All materials must be used in the Phillips Reading Room and returned to a staff member at the Phillips Reading Room Desk. Please observe any special handling indicated by the reading room staff. The last paging request is taken one hour prior to closing and all materials must be returned to the desk 15 minutes prior to closing. Readers interested in photoduplication should consult with the reading room staff. Imaging Services are also available, inquire at the Phillips Reading Room desk. If you do not have a Harvard ID, you must present a current Widener Library Reading Room Card in order to request items from the stacks or depository. All requests must be submitted in person, including those for Harvard Depository items.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-08/Widener%20Phillips%20Reading%20Room%20Overview.jpg,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42.373431,-71.116519,"1 Harvard Yard, Cambridge, MA, 02138",9am - 10pm,/libraries/widener,https://library.harvard.edu/spaces?room=411,2026-09-21
